"CL","LAST-NONSPEC-TEAM","CURRENT-TEAM","NAME-CLEAN","NAME-RAW","SCORE-CURRENT","SCORE-SUM","CAPTURES-CURRENT","CAPTURES-SUM","RETURNS-CURRENT","RETURNS-SUM","BC-CURRENT","BC-SUM","ASSISTS-CURRENT","ASSISTS-SUM","FLAGHOLD-CURRENT","FLAGHOLD-SUM","FLAGGRABS-CURRENT","FLAGGRABS-SUM","MINEGRABS-TOTAL","MINEGRABS-REDBASE","MINEGRABS-BLUEBASE","MINEGRABS-NEUTRAL","ACCURACY-WEIRD","KILLS","DEATHS","TOTALKILLS-MOH","PING-CURRENT","PING-MEAN","PING-MEAN-DEVIATION","TIME-CURRENT","TIME-SUM","GLICKO2-RATING","GLICKO2-DEVIATION","DFA-KILLS","DFA-RETURNS","RED-KILLS","RED-RETURNS","YEL-KILLS","YEL-RETURNS","BLU-KILLS","BLU-RETURNS","DBS-KILLS","DBS-RETURNS","DBS-ATTEMPTS","BS-KILLS","BS-RETURNS","MINE-KILLS","MINE-RETURNS","UPCUT-KILLS","UPCUT-RETURNS","YDFA-KILLS","YDFA-RETURNS","BLUBS-KILLS","BLUBS-RETURNS","DOOM-KILLS","DOOM-RETURNS","TUR-KILLS","TUR-RETURNS","UNKN-KILLS","UNKN-RETURNS","IDLE-KILLS","IDLE-RETURNS"
"15","Red","Red","StrayedJack","^0^1^xfc0S^xfd4tray^xfd7e^xff8d^0^1^x800Jack","495","495","0","0","3","3","26","26","1","1","0","0","0","0","23","23","0","0","0","38","47","","99","97.52996696554979","1.3088162766793496","33","33","1329","66","13","1","5","0","4","0","0","0","1","0","1","1","0","14","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Red","Red","Endtroducing...","^0^y111b^y111bEndtroducing...","356","356","0","0","1","1","12","12","0","0","256760","256760","9","9","4","0","4","0","158","43","31","","25","24.15856536101935","0.8460334227891964","33","33","1547","64","23","0","13","1","5","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Spectator","Spectator","Padawan (6)","^0^1^0P^5^0^5a^0^2^0d^4^7^4a^7^1^7w^5^7^5an ^7(^26^7)","898","898","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Spectator","Spectator","Padawan (5)","^0^1^0P^5^0^5a^0^2^0d^4^7^4a^7^1^7w^5^7^5an ^7(^25^7)","847","847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Spectator","Spectator","Padawan (19)","Padawan ^7(^219^7)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Spectator","Spectator","shax   ","^1shax   ","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Spectator","Spectator","^^6K U S H K O M A","^^^^6K U S H K O M A","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Spectator","Spectator","link","link","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Spectator","Spectator","Padawan (4)","Padawan ^7(^24^7)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Spectator","Spectator","johncuucka","^Qjohncuucka","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Spectator","Spectator","slave traders","slave traders","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Spectator","Spectator","vee","vee","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Spectator","Spectator","Padawan","Padawan","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Spectator","Spectator","z","z","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Spectator","Spectator","Padawan (9)","Padawan ^7(^29^7)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","Spectator","Spectator","NWH: jk2t.ddns.net","NWH: ^2jk2t.ddns.net^7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
